mol_id,cid,smiles,inchikey,formula,iupac_name,scaffold_id,scaffold_name,scaffold_class,scaffold_smarts,murcko_scaffold,mw,logp,tpsa,hbd,hba,rotb,heavy_atoms,rings,aromatic_rings,fraction_csp3,bertz_ct
MOL_01680,86287614,CNS(=O)(=O)c1ccc(F)c(-c2c3nc(c(-c4c(F)ccc(S(=O)(=O)NC)c4F)c4ccc([nH]4)c(-c4c(F)ccc(S(=O)(=O)NC)c4F)c4nc(c(-c5c(F)ccc(S(=O)(=O)NC)c5F)c5ccc2[nH]5)CC4)CC3)c1F,CKRVBMUJCFKRND-UHFFFAOYSA-N,C48H38F8N8O8S4,"2,4-difluoro-N-methyl-3-[10,15,20-tris[2,6-difluoro-3-(methylsulfamoyl)phenyl]-2,3,12,13,22,24-hexahydroporphyrin-5-yl]benzenesulfonamide",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)CC4)CC3)cc1,1135.132,7.298,242.04,6,10,12,76,9,7,0.1667,3771.92
MOL_01681,16414166,O=S(=O)(O)c1ccc(-c2c3[nH+]c(c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(=O)(=O)O)cc4)c4[nH+]c(c(-c5ccc(S(=O)(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,PBHVCRIXMXQXPD-UHFFFAOYSA-P,C44H32Cl2N4O12S4,"4-[10,15,20-tris(4-sulfophenyl)-21,23-dihydroporphyrin-22,24-diium-5-yl]benzenesulfonic acid dichloride",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2[nH+]c1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1[nH+]c(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,937.024,7.149,277.34,6,8,8,64,9,7,0.0,3295.72
MOL_01682,135867831,CC1=C([Se]CC(OC(=O)c2ccc(-c3c4nc(c(-c5ccccc5)c5ccc([nH]5)c(-c5ccccc5)c5nc(c(-c6ccccc6)c6ccc3[nH]6)C=C5)C=C4)cc2)C(=O)NC(C)(C)C)C(=O)c2ccccc2C1=O,ZPWXYJZJYYMDFS-UHFFFAOYSA-N,C63H49N5O5Se,"[1-(tert-butylamino)-3-(3-methyl-1,4-dioxonaphthalen-2-yl)selanyl-1-oxopropan-2-yl] 4-(10,15,20-triphenyl-21,23-dihydroporphyrin-5-yl)benzoate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C(OCC[Se]C1=CC(=O)c2ccccc2C1=O)c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1035.075,13.239,146.9,3,7,10,74,11,8,0.1111,3808.69
MOL_01683,135926595,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(O)=C4C(=O)OC)C(C=CC(=O)O)=C3C,IDRSFQQKNDPHRS-UHFFFAOYSA-N,C35H32N4O5,"(E)-3-(16-ethenyl-11-ethyl-4-hydroxy-3-methoxycarbonyl-12,17,21,26-tetramethyl-7,23,24,25-tetrazahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1,3,5,8(26),9,11,13(25),14,16,18,20(23),21-dodecaen-22-yl)prop-2-enoic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2cc3cc4c([nH]3)c(c3nc(cc5ccc(cc1n2)[nH]5)C=C3)C=C4,588.664,7.4,141.19,4,6,5,44,6,3,0.2,2150.37
MOL_01684,10079021,CCc1c(C)c2[nH]c1cc1nc(cc3[nH]c4c(c5nc(c2C=O)C(C)C5CCC(=O)NC(CC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)CCc4c3C)C(=O)C1(C)CC,PZPZWVQGKANJRX-UHFFFAOYSA-N,C46H59N5O7,"ditert-butyl 2-[3-[(21S,22S)-12,16-diethyl-19-formyl-12,17,21,26-tetramethyl-11-oxo-7,23,24,25-tetrazahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1(23),2(6),5(26),8,10(25),13,15,17,19-nonaen-22-yl]propanoylamino]butanedioate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C1Cc2cc3ccc(cc4nc(c5c6[nH]c(cc1n2)cc6CC5)CC4)[nH]3,794.006,8.182,173.2,3,9,10,58,6,3,0.5435,2373.11
MOL_01685,56679243,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C(O)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C4(O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C=C3)c1,MGVLVDKJPOFZON-UHFFFAOYSA-N,C60H36F12N4O6,"2,3-bis[3,5-bis(trifluoromethyl)phenyl]-5,10,15,20-tetrakis(3-hydroxyphenyl)-22,24-dihydroporphyrin-2,3-diol",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(c2ccccc2)C1c1ccccc1,1136.946,15.223,178.74,8,8,6,82,11,9,0.1,3964.17
MOL_01686,91568475,Fc1c(F)c(F)c(C2=c3ccc([nH]3)=C(c3c(F)c(F)c(F)c(F)c3F)c3ccc([nH]3)C(c3ccc4ccc5cccc6ccc3c4c56)=c3ccc([nH]3)=C(c3c(F)c(F)c(F)c(F)c3F)c3ccc2[nH]3)c(F)c1F,IBYDLQASHFDXOX-UHFFFAOYSA-N,C54H21F15N4,"5,10,15-tris(2,3,4,5,6-pentafluorophenyl)-20-pyren-1-yl-21,22,23,24-tetrahydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2=c3ccc([nH]3)=C(c3ccccc3)c3ccc([nH]3)C(c3ccc4ccc5cccc6ccc3c4c56)=c3ccc([nH]3)=C(c3ccccc3)c3ccc2[nH]3)cc1,1010.76,11.285,63.16,4,0,4,73,12,11,0.0,4417.36
MOL_01687,135508923,CC(=O)NS(=O)(=O)c1c(C)cc(C)c(-c2c3nc(c(-c4c(C)cc(C)c(S(=O)(=O)NC(C)=O)c4C)c4ccc([nH]4)c(-c4c(C)cc(C)c(S(=O)(=O)NC(C)=O)c4C)c4nc(c(-c5c(C)cc(C)c(S(=O)(=O)NC(C)=O)c5C)c5ccc2[nH]5)C=C4)C=C3)c1C,UXBCPHIWRWZVBW-UHFFFAOYSA-N,C64H66N8O12S4,"N-[2,4,6-trimethyl-3-[10,15,20-tris[3-(acetylsulfamoyl)-2,4,6-trimethylphenyl]-21,23-dihydroporphyrin-5-yl]phenyl]sulfonylacetamide",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,1267.544,10.324,310.32,6,14,12,88,9,7,0.25,4451.91
MOL_01688,135524772,CC1(C)OC2OC(COc3c(F)c(F)c(Oc4ccc(-c5c6nc(c(-c7ccccc7)c7ccc([nH]7)c(-c7ccccc7)c7nc(c(-c8ccccc8)c8ccc5[nH]8)C=C7)C=C6)cc4)c(F)c3F)C3OC(C)(C)OC3C2O1,PRXFUKSHXDNOAF-UHFFFAOYSA-N,C62H48F4N4O7,"5,10,15-triphenyl-20-[4-[2,3,5,6-tetrafluoro-4-[[(1S,2R,6R,8R,9S)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-8-yl]methoxy]phenoxy]phenyl]-21,23-dihydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccc(Oc4ccc(OCC5OC6OCOC6C6OCOC56)cc4)cc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,1037.079,14.448,121.97,2,9,9,77,13,8,0.1935,3797.11
MOL_01689,57403739,O=[N+]([O-])c1ccc(-[n+]2ccc(-c3c4nc(c(-c5cc[n+](-c6ccc([N+](=O)[O-])cc6[N+](=O)[O-])cc5)c5ccc([nH]5)c(-c5cc[n+](-c6ccc([N+](=O)[O-])cc6[N+](=O)[O-])cc5)c5nc(c(-c6cc[n+](-c7ccc([N+](=O)[O-])cc7[N+](=O)[O-])cc6)c6ccc3[nH]6)C=C5)C=C4)cc2)c([N+](=O)[O-])c1,LAGSCMHQIIGFDF-UHFFFAOYSA-O,C64H38Cl4N16O16,"5,10,15,20-tetrakis[1-(2,4-dinitrophenyl)pyridin-1-ium-4-yl]-21,23-dihydroporphyrin tetrachloride",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1cc[n+](-c3ccccc3)cc1)c1ccc([nH]1)c(-c1cc[n+](-c3ccccc3)cc1)c1nc(c(-c3cc[n+](-c4ccccc4)cc3)c3ccc([nH]3)c2-c2cc[n+](-c3ccccc3)cc2)C=C1,1287.104,11.696,418.0,2,18,16,96,13,11,0.0,4835.97
MOL_01690,136239352,COC(=O)C1CCC(=O)N1c1c2nc(c(-c3cc(OC)c(OC)c(OC)c3)c3ccc([nH]3)c(N3C(=O)CCC3C(=O)OC)c3nc(c(-c4cc(OC)c(OC)c(OC)c4)c4ccc1[nH]4)C=C3)C=C2,UNFUXGCUPQPXCV-UHFFFAOYSA-N,C50H48N6O12,"methyl (2S)-1-[15-[(2S)-2-methoxycarbonyl-5-oxopyrrolidin-1-yl]-10,20-bis(3,4,5-trimethoxyphenyl)-21,23-dihydroporphyrin-5-yl]-5-oxopyrrolidine-2-carboxylate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C1CCCN1c1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(N3CCCC3=O)c3nc(c(-c4ccccc4)c4ccc1[nH]4)C=C3)C=C2,924.964,7.378,205.96,2,14,12,68,9,5,0.28,2891.75
MOL_01691,162645352,CCCCCCOC(C)c1c(C)c2cc3nc(c(CC(=O)NC(CC(=O)O)C(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)C(CCC(=O)O)C3C,LXBPPDKXNQWTAU-UHFFFAOYSA-N,C44H55N5O10,"(2S)-2-[[2-[(2S,3S)-7-carboxy-3-(2-carboxyethyl)-12-ethyl-17-(1-hexoxyethyl)-2,8,13,18-tetramethyl-2,3,22,24-tetrahydroporphyrin-5-yl]acetyl]amino]butanedioic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)CC4)[nH]3,813.949,7.967,244.89,7,8,18,59,5,3,0.4773,2356.29
MOL_01692,44393343,Cc1ccc(C2c3ccc([nH]3)C(c3ccc(C)cc3)c3ccc([nH]3)C(c3ccccc3N)c3ccc([nH]3)C(c3ccc(C)cc3)c3ccc2[nH]3)cc1,PITAZVIACGMWIJ-UHFFFAOYSA-N,C47H43N5,"2-[10,15,20-tris(4-methylphenyl)-5,10,15,20,21,22,23,24-octahydroporphyrin-5-yl]aniline",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2c3ccc([nH]3)C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)c3ccc2[nH]3)cc1,677.896,10.541,89.18,5,1,4,52,9,8,0.1489,2338.26
MOL_01693,54752441,CCc1c(C)c2cc3nc(cc4[nH]c(c(CCC(=O)O)c4C)c(C(=O)OC)c4nc(cc1[nH]2)C(C)=C4C(=O)OC)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,KOHDSDJYCVWWAJ-UHFFFAOYSA-N,C41H42N4O10,"3-[(23S,24R)-14-ethyl-7,9,22,23-tetrakis(methoxycarbonyl)-4,10,15,24-tetramethyl-25,26,27,28-tetrazahexacyclo[16.6.1.13,6.18,11.113,16.019,24]octacosa-1,3,5,7,9,11(27),12,14,16,18(25),19,21-dodecaen-5-yl]propanoic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3,750.805,5.645,199.86,3,11,8,55,6,3,0.3415,2480.61
MOL_01694,136961528,N=C(N)NCCCC(N)C(=O)Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,MJQFGKMEVIZGGV-UHFFFAOYSA-N,C50H46N12O,"(2S)-2-amino-5-carbamimidamido-N-[4-[10,15,20-tris(4-aminophenyl)-21,23-dihydroporphyrin-5-yl]phenyl]pentanamide",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,831.001,8.599,252.44,10,8,10,63,9,7,0.08,3063.53
MOL_01695,139247688,Oc1ccc2c(c1)CN1CN2Cc2cc(Oc3c(F)c(F)c(-c4c5nc(c(-c6c(F)c(F)c(F)c(F)c6F)c6ccc([nH]6)c(-c6c(F)c(F)c(F)c(F)c6F)c6nc(c(-c7c(F)c(F)c(F)c(F)c7F)c7ccc4[nH]7)C=C6)C=C5)c(F)c3F)ccc21,QRLHZIDDFAFAJB-UHFFFAOYSA-N,C59H23F19N6O2,"13-[2,3,5,6-tetrafluoro-4-[10,15,20-tris(2,3,4,5,6-pentafluorophenyl)-21,23-dihydroporphyrin-5-yl]phenoxy]-1,9-diazatetracyclo[7.7.1.02,7.010,15]heptadeca-2(7),3,5,10(15),11,13-hexaen-5-ol",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccc(Oc4ccc5c(c4)CN4CN5Cc5ccccc54)cc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,1208.835,16.762,93.3,3,6,6,86,13,9,0.0508,4642.94
MOL_01696,136254474,C[n+]1cccc(-c2c3nc(c(-c4ccc[n+](C)c4F)c4ccc([nH]4)c(-c4ccc[n+](C)c4F)c4nc(c(-c5ccc[n+](C)c5F)c5ccc2[nH]5)C=C4)C=C3)c1F,TXKFDHUOUANSRJ-UHFFFAOYSA-N,C44H34B4F20N8,"5,10,15,20-tetrakis(2-fluoro-1-methylpyridin-1-ium-3-yl)-21,23-dihydroporphyrin tetratetrafluoroborate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccc[nH+]c1)c1ccc([nH]1)c(-c1ccc[nH+]c1)c1nc(c(-c3ccc[nH+]c3)c3ccc([nH]3)c2-c2ccc[nH+]c2)C=C1,750.804,7.178,72.88,2,2,4,56,9,7,0.0909,2635.58
MOL_01697,135472013,CC1=C(C)c2nc1c(-c1ccccc1)c1[nH]c(c(C)c1C)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3[nH]c(c(C)c3C)c2-c2ccccc2)C(C)=C1C,IZGGRVQYHIUEOU-UHFFFAOYSA-N,C52H46N4,"2,3,7,8,12,13,17,18-octamethyl-5,10,15,20-tetraphenyl-21,23-dihydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,726.968,14.118,57.36,2,2,4,56,9,7,0.1538,2545.4
MOL_01698,44393347,Cc1ccc(C2c3ccc([nH]3)C(c3ccc(C)cc3)c3ccc([nH]3)C(c3ccccc3OCCCC(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O)c3ccc([nH]3)C(c3ccc(C)cc3)c3ccc2[nH]3)cc1,GFJCUZNLZBCJIO-UHFFFAOYSA-N,C63H68N10O8,"2-[[2-[[5-(diaminomethylideneamino)-2-[4-[2-[10,15,20-tris(4-methylphenyl)-5,10,15,20,21,22,23,24-octahydroporphyrin-5-yl]phenoxy]butanoylamino]pentanoyl]amino]acetyl]amino]butanedioic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2c3ccc([nH]3)C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)c3ccc2[nH]3)cc1,1093.299,7.816,298.69,11,7,21,81,9,8,0.2698,3384.24
MOL_01699,135474596,COCCOCCOCCOc1ccc(-c2c3nc(c(-c4ccc(OCCOCCOCCOC)cc4)c4ccc([nH]4)c(-c4ccc(OC(C(=O)O)C(=O)O)cc4)c4nc(c(-c5ccc(OCCOCCOCCOC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,AHEVQIYYYLCKBF-UHFFFAOYSA-N,C68H74N4O17,"2-[4-[10,15,20-tris[4-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]phenyl]-21,23-dihydroporphyrin-5-yl]phenoxy]propanedioic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,1219.351,10.415,251.95,4,17,38,89,9,7,0.3235,3544.46
MOL_01700,91278930,O=S(=O)(O)c1cccc(C2=c3ccc([nH]3)=C(c3cccc(S(=O)(=O)O)c3Cl)c3ccc([nH]3)C(c3cccc(S(=O)(=O)O)c3Cl)=c3ccc([nH]3)=C(c3cccc(S(=O)(=O)O)c3Cl)c3ccc2[nH]3)c1Cl,DJMLXHTZGLWTNV-UHFFFAOYSA-N,C44H28Cl4N4O12S4,"2-chloro-3-[10,15,20-tris(2-chloro-3-sulfophenyl)-21,22,23,24-tetrahydroporphyrin-5-yl]benzenesulfonic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2=c3ccc([nH]3)=C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)=c3ccc([nH]3)=C(c3ccccc3)c3ccc2[nH]3)cc1,1074.804,5.902,280.64,8,8,8,68,9,8,0.0,3685.67
MOL_01701,73349050,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)(O)C5=CCO)c(C)c4CCC(=O)[O-])C(CCC(=O)[O-])=C3C,PEXQSWAYFRZJIX-UHFFFAOYSA-L,C34H34N4Na2O6,"disodium;3-[(7Z)-18-(2-carboxylatoethyl)-12-ethenyl-8-hydroxy-7-(2-hydroxyethylidene)-3,8,13,17-tetramethyl-21,23-dihydroporphyrin-2-yl]propanoate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C=C1Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3,594.668,3.001,178.08,4,8,8,44,5,3,0.2941,1940.15
MOL_01702,136124403,O=c1c2ccccc2[se]n1-c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,SMWXKIHNFDUYGY-UHFFFAOYSA-N,C51H33N5OSe,"2-[4-(10,15,20-triphenyl-21,23-dihydroporphyrin-5-yl)phenyl]-1,2-benzoselenazol-3-one",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=c1c2ccccc2[se]n1-c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,810.819,11.685,79.36,2,3,5,58,11,9,0.0,3297.25
MOL_01703,162648582,COC(=O)c1nn2c(c1C(=O)OC)CC1c3nc(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc(c(-c5c(F)c(F)c(F)c(F)c5F)c5ccc([nH]5)c3-c3c(F)c(F)c(F)c(F)c3F)C=C4)C1C2,LFGDXQFICKCSAI-UHFFFAOYSA-N,C53H20F20N6O4,"dimethyl 2,7,12,17-tetrakis(2,3,4,5,6-pentafluorophenyl)-21,22,28,29,30,31-hexazaheptacyclo[16.9.1.13,6.18,11.113,16.019,27.021,25]hentriaconta-1(28),2,4,6,8(30),9,11,13,15,17,22,24-dodecaene-23,24-dicarboxylate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C2Cn3nccc3CC12,1184.741,13.829,127.78,2,7,6,83,11,8,0.1132,4398.34
MOL_01704,162671353,CCC1c2cc3[nH]c4c(c5nc(cc6[nH]c(cc(n2)C1C)c(C(C)OCc1cccc(C#Cc2cccc(Nc7ncnc8cc(OCCOC)c(OCCOC)cc78)c2)c1)c6C)C(C)C5CCC(=O)O)CC(=O)c4c3C,MHCGQGMPPWBCPZ-UHFFFAOYSA-N,C62H65N7O8,"3-[(21S,22S)-16-[1-[[3-[2-[3-[[6,7-bis(2-methoxyethoxy)quinazolin-4-yl]amino]phenyl]ethynyl]phenyl]methoxy]ethyl]-11-ethyl-12,17,21,26-tetramethyl-4-oxo-7,23,24,25-tetrazahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1(23),2(6),5(26),8,10(25),13,15,17,19-nonaen-22-yl]propanoic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C1Cc2c3nc(cc4cc(COCc5cccc(C#Cc6cccc(Nc7ncnc8ccccc78)c6)c5)c(cc5nc(cc6cc1c2[nH]6)CC5)[nH]4)CC3,1036.243,12.135,195.69,4,12,18,77,10,7,0.3548,3647.38
MOL_01705,135490240,C[N+](C)(C)Cc1cc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(O)c(C[N+](C)(C)C)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)ccc1O,ZDNAGIVCJDYDRU-UHFFFAOYSA-P,C40H42I2N6O2,"[2-hydroxy-5-[15-[4-hydroxy-3-[(trimethylazaniumyl)methyl]phenyl]-21,23-dihydroporphyrin-5-yl]phenyl]methyl-trimethylazanium diiodide",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1cc1ccc([nH]1)c(-c1ccccc1)c1nc(cc3ccc([nH]3)c2-c2ccccc2)C=C1,638.816,7.813,97.82,4,4,6,48,7,5,0.2,2130.9
