mol_id,cid,smiles,inchikey,formula,iupac_name,scaffold_id,scaffold_name,scaffold_class,scaffold_smarts,murcko_scaffold,mw,logp,tpsa,hbd,hba,rotb,heavy_atoms,rings,aromatic_rings,fraction_csp3,bertz_ct
MOL_01653,145945984,Cc1cc(C)n2c1C=C1C=CC(CCC(=O)OCC(Oc3ccc(F)c(C(N)=O)c3F)c3nc(-c4ccc(C(F)(F)F)cc4)c(Br)o3)=[N+]1[B-]2(F)F,CPCLCQBWXYQYAV-UHFFFAOYSA-N,C33H25BBrF7N4O5,"[(2R)-2-[5-bromo-4-[4-(trifluoromethyl)phenyl]-1,3-oxazol-2-yl]-2-(3-carbamoyl-2,4-difluorophenoxy)ethyl] 3-(2,2-difluoro-10,12-dimethyl-1-aza-3-azonia-2-boranuidatricyclo[7.3.0.03,7]dodeca-3,5,7,9,11-pentaen-4-yl)propanoate",bodipy,BODIPY,chromophore,[B-]1(F)(F)n2cccc2C=C2C=CC=[N+]12,O=C(CCC1=[N+]2[BH2-]n3cccc3C=C2C=C1)OCC(Oc1ccccc1)c1nc(-c2ccccc2)co1,781.288,7.663,112.59,1,6,10,51,6,4,0.2121,2174.17
MOL_01654,172454759,Cc1cc(C)n2c1C=C1C=C(CCC(=O)NCCCCCC(=O)NCCCc3c(CN(C)C4CCCc5cccnc54)ncc4ccccc34)C=[N+]1[B-]2(F)F,YQWZTRXJJFFMGW-UHFFFAOYSA-N,C43H52BF2N7O2,"6-[3-(2,2-difluoro-10,12-dimethyl-1-aza-3-azonia-2-boranuidatricyclo[7.3.0.03,7]dodeca-3,5,7,9,11-pentaen-5-yl)propanoylamino]-N-[3-[3-[[methyl-[(8S)-5,6,7,8-tetrahydroquinolin-8-yl]amino]methyl]isoquinolin-4-yl]propyl]hexanamide",bodipy,BODIPY,chromophore,[B-]1(F)(F)n2cccc2C=C2C=CC=[N+]12,O=C(CCCCCNC(=O)CCC1=CC2=Cc3cccn3[BH2-][N+]2=C1)NCCCc1c(CNC2CCCc3cccnc32)ncc2ccccc12,747.744,7.364,95.16,2,5,16,55,7,4,0.4186,2174.88
MOL_01655,417161,COc1ccc(C2=c3ccc([nH]3)=C(c3ccc(OC)cc3)c3ccc([nH]3)C(c3ccc(OC)cc3)=c3ccc([nH]3)=C(c3ccc(OC)cc3)c3ccc2[nH]3)cc1,SMDJXPAVBUNVMX-UHFFFAOYSA-N,C48H40N4O4,"5,10,15,20-tetrakis(4-methoxyphenyl)-21,22,23,24-tetrahydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2=c3ccc([nH]3)=C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)=c3ccc([nH]3)=C(c3ccccc3)c3ccc2[nH]3)cc1,736.872,6.336,100.08,4,4,8,56,9,8,0.0833,2529.3
MOL_01656,127054055,C=CC1C2CC3NC(CC4[N-]C(CC5NC(CC([N-]2)C1C)C(C)C5CCC(=O)O)C(CCC(=O)O)C4C)C(C=C)C3C,UBPCPGWNZVTCTJ-UHFFFAOYSA-N,C34H54N4O4-2,"3-[18-(2-carboxyethyl)-8,13-bis(ethenyl)-3,7,12,17-tetramethyl-1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23-docosahydroporphyrin-22,24-diid-2-yl]propanoic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1CC2CC3CCC(CC4CCC(CC5CCC(CC1[N-]2)N5)[N-]4)N3,582.83,5.601,126.86,4,4,8,42,5,0,0.8235,1006.03
MOL_01657,145971180,O=CC1=Cc2cc3cc(C=C(c4ccccc4)c4cccc[n+]4C4CCC([n+]5ccccc5C(=Cc5cc6cc7nc(cc8ccc(cc9nc(cc5[nH]6)C=C9)[nH]8)C(C=O)=C7)c5ccccc5)CC4)c(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3,CZLBOBWSPPWVNV-UHFFFAOYSA-P,C74H56Br2N10O2,"8-[(E)-2-[1-[4-[2-[(E)-2-(8-formyl-21,23-dihydroporphyrin-2-yl)-1-phenylethenyl]pyridin-1-ium-1-yl]cyclohexyl]pyridin-1-ium-2-yl]-2-phenylethenyl]-22,24-dihydroporphyrin-2-carbaldehyde dibromide",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2cc3cc(C=C(c4ccccc4)c4cccc[n+]4C4CCC([n+]5ccccc5C(=Cc5cc6cc7nc(cc8ccc(cc9nc(cc5[nH]6)C=C9)[nH]8)C=C7)c5ccccc5)CC4)c(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3,1117.33,14.872,156.62,4,6,10,86,15,10,0.0811,4631.72
MOL_01658,71720291,CC(N)C(=O)Nc1ccc(C2c3ccc([nH]3)C(c3ccc(NC(=O)C(C)N)cc3)c3ccc([nH]3)C(c3ccccc3OC3OC(CO)C(O)C(O)C3O)c3ccc([nH]3)C(c3ccc(NC(=O)C(C)N)cc3)c3ccc2[nH]3)cc1,CDOZFYKQDIHEGK-UHFFFAOYSA-N,C59H64N10O9,"2-amino-N-[4-[10,20-bis[4-(2-aminopropanoylamino)phenyl]-15-[2-[(2S,3S,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-5,10,15,20,21,22,23,24-octahydroporphyrin-5-yl]phenyl]propanamide",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2c3ccc([nH]3)C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3OC3CCCCO3)c3ccc([nH]3)C(c3ccccc3)c3ccc2[nH]3)cc1,1057.222,5.069,327.9,14,12,13,78,10,8,0.2712,3227.58
MOL_01659,54520771,Fc1c2[nH]c(c1F)C(c1c(F)c(F)c(F)c(F)c1F)=c1[nH]c(c(F)c1F)=C(c1c(F)c(F)c(F)c(F)c1F)c1[nH]c(c(F)c1F)C(c1c(F)c(F)c(F)c(F)c1F)=c1[nH]c(c(F)c1F)=C2c1c(F)c(F)c(F)c(F)c1F,RPNPBUNXCDVOPN-UHFFFAOYSA-N,C44H4F28N4,"2,3,7,8,12,13,17,18-octafluoro-5,10,15,20-tetrakis(2,3,4,5,6-pentafluorophenyl)-21,22,23,24-tetrahydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2=c3ccc([nH]3)=C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)=c3ccc([nH]3)=C(c3ccccc3)c3ccc2[nH]3)cc1,1120.488,10.196,63.16,4,0,4,76,9,8,0.0,3622.88
MOL_01660,76310243,CCC1c2cc3[nH]c4c(c3C)C(=O)C(C(=O)OC)c4c3nc(cc4[nH]c(cc(n2)C1C)c(C(C)=O)c4C)C(C)C3CCC(=O)OCC[N+](C)(C)C,WAMSIMOWFJYGCK-UHFFFAOYSA-O,C40H50N5O6+,"2-[3-[(3R,11R,12R,21S,22S)-16-acetyl-11-ethyl-3-methoxycarbonyl-12,17,21,26-tetramethyl-4-oxo-7,23,24,25-tetrazahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1(23),2(6),5(26),8,10(25),13,15,17,19-nonaen-22-yl]propanoyloxy]ethyl-trimethylazanium",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C1Cc2c3nc(cc4ccc(cc5nc(cc6cc1c2[nH]6)CC5)[nH]4)CC3,696.869,6.801,144.1,2,8,9,51,6,3,0.5,2118.94
MOL_01661,162662696,Clc1ccc(-c2c3nc(c(-c4ccc(Cl)cc4)c4ccc([nH]4)c(-c4ccc(Cl)cc4)c4nc(c(-c5ccc(Cl)cc5)c5ccc2[nH]5)C=C4N2CCCC2)C=C3)cc1,GIOAZDGPXTYLCP-UHFFFAOYSA-N,C48H33Cl4N5,"5,10,15,20-tetrakis(4-chlorophenyl)-7-pyrrolidin-1-yl-21,23-dihydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(N2CCCC2)=C1,821.639,14.361,60.6,2,3,5,57,10,7,0.0833,2917.71
MOL_01662,25202645,O=C([O-])CCc1c2[nH]c(c1CC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1CC(=O)[O-])C2,HUHWZXWWOFSFKF-UHFFFAOYSA-F,C40H36N4O16-8,"3-[7,12,18-tris(2-carboxylatoethyl)-3,8,13,17-tetrakis(carboxylatomethyl)-5,10,15,20,21,22,23,24-octahydroporphyrin-2-yl]propanoate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1cc2[nH]c1Cc1ccc([nH]1)Cc1ccc([nH]1)Cc1ccc([nH]1)C2,828.74,-8.425,384.2,4,16,20,60,5,4,0.4,2389.5
MOL_01663,46888622,CC1(C)Cc2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)cc5C#CC[N+](C)(C)C)CC4(C)C)cc3C#CC[N+](C)(C)C,JGZCHTJDDZRLBJ-UHFFFAOYSA-N,C36H46Cl2N6,"trimethyl-[3-[7,7,17,17-tetramethyl-12-[3-(trimethylazaniumyl)prop-1-ynyl]-8,18,21,23-tetrahydroporphyrin-2-yl]prop-2-ynyl]azanium dichloride",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1cc2cc3nc(cc4ccc(cc5nc(cc1[nH]2)CC5)[nH]4)CC3,562.806,5.471,57.36,2,2,2,42,5,3,0.4444,1676.49
MOL_01664,163197088,Fc1cccc(F)c1-c1c2nc(c(-c3c(F)cccc3F)c3[nH]c(c(Br)c3Br)c(-c3c(F)cccc3F)c3nc(c(-c4c(F)cccc4F)c4[nH]c1c(Br)c4Br)C(Br)=C3Br)C(Br)=C2Br,LOJFEEQTMDEXSG-UHFFFAOYSA-N,C44H14Br8F8N4,"2,3,7,8,12,13,17,18-octabromo-5,10,15,20-tetrakis(2,6-difluorophenyl)-21,23-dihydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,1389.84,18.377,57.36,2,2,4,64,9,7,0.0,2967.88
MOL_01665,9548659,c1cc2[nH]c1Cc1ccc([nH]1)Cc1ccc([nH]1)Cc1ccc([nH]1)C2,VCRBUDCZLSQJPZ-UHFFFAOYSA-N,C20H20N4,"5,10,15,20,21,22,23,24-octahydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1cc2[nH]c1Cc1ccc([nH]1)Cc1ccc([nH]1)Cc1ccc([nH]1)C2,316.408,3.676,63.16,4,0,0,24,5,4,0.2,751.81
MOL_01666,148573852,COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)cc1OCCCC(=O)O,MXKAFBKKPNWYGE-UHFFFAOYSA-N,C42H42N4O8,"4-[5-[15-[3-(3-carboxypropoxy)-4-methoxyphenyl]-2,3,12,13,22,24-hexahydroporphyrin-5-yl]-2-methoxyphenoxy]butanoic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccccc4)c4nc(cc5ccc2[nH]5)CC4)CC3)cc1,730.818,7.724,168.88,4,8,14,54,7,5,0.2857,2197.71
MOL_01667,155510380,CC1(C)c2ccc([nH]2)C2(C)CCCCNC(=O)c3cccc(n3)C(=O)NCCCCC(C)(c3ccc1[nH]3)c1ccc([nH]1)C(C)(C)c1ccc2[nH]1,DYLBCZMTFNJUHG-UHFFFAOYSA-N,C41H51N7O2,"1,19,24,24,33,33-hexamethyl-6,14,38,39,40,41,42-heptazaheptacyclo[17.9.9.18,12.120,23.125,28.129,32.134,37]dotetraconta-8(42),9,11,20,22,25,27,29,31,34,36-undecaene-7,13-dione",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C1NCCCCC2c3ccc([nH]3)Cc3ccc([nH]3)C(CCCCNC(=O)c3cccc1n3)c1ccc([nH]1)Cc1ccc2[nH]1,673.906,7.485,134.25,6,3,0,50,8,5,0.439,1789.68
MOL_01668,16197546,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C(COC(=O)c1ccc2ccccc2c1)OC(=O)c1ccc2ccccc2c1)C(C)=C4C(COC(=O)c1ccc2ccccc2c1)OC(=O)c1ccc2ccccc2c1)c(C)c3CCC(=O)O,QFCPMPXBWGPZBN-UHFFFAOYSA-N,C78H62N4O12,"3-[7,12-bis[1,2-bis(naphthalene-2-carbonyloxy)ethyl]-18-(2-carboxyethyl)-3,8,13,17-tetramethyl-21,23-dihydroporphyrin-2-yl]propanoic acid",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C(OCC(OC(=O)c1ccc2ccccc2c1)C1=Cc2cc3[nH]c(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)cc3C(COC(=O)c1ccc2ccccc2c1)OC(=O)c1ccc2ccccc2c1)c1ccc2ccccc2c1,1247.37,16.126,237.16,4,12,18,94,13,11,0.1538,5227.03
MOL_01669,135437216,c1ccc2c(c1)-c1cc3[nH]c(cc4nc(cc5[nH]c(cc-2n1)c1ccccc51)-c1ccccc1-4)c1ccccc31,GZEFZLXJPGMRSP-UHFFFAOYSA-N,C36H22N4,"37,38,39,40-tetrazanonacyclo[28.6.1.13,10.112,19.121,28.04,9.013,18.022,27.031,36]tetraconta-1(37),2,4,6,8,10,12(39),13,15,17,19,21,23,25,27,29,31,33,35-nonadecaene",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc2c(c1)-c1cc3[nH]c(cc4nc(cc5[nH]c(cc-2n1)c1ccccc51)-c1ccccc1-4)c1ccccc31,510.6,9.289,57.36,2,2,0,40,9,7,0.0,2016.99
MOL_01670,136058437,CN(C)C=CC(=CC=[N+](C)C)c1c2nc(c(C(C=CN(C)C)=CC=[N+](C)C)c3ccc([nH]3)c(C(C=CN(C)C)=CC=[N+](C)C)c3nc(c(C(C=CN(C)C)=CC=[N+](C)C)c4ccc1[nH]4)C=C3)C=C2,MARMUBMTVJWBLG-UHFFFAOYSA-O,C56H74Cl4N12,"[(2E,4E)-5-(dimethylamino)-3-[10,15,20-tris[(1E,3E)-1-(dimethylamino)-5-dimethylazaniumylidenepenta-1,3-dien-3-yl]-21,23-dihydroporphyrin-5-yl]penta-2,4-dienylidene]-dimethylazanium tetrachloride",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3,915.292,7.862,82.36,2,6,16,68,5,3,0.2857,2563.17
MOL_01671,137284930,FC(F)(F)c1c2[nH]c(c1C(F)(F)F)C(c1ccccc1)=c1ccc([nH]1)=C(c1ccccc1)c1c(C(F)(F)F)c(C(F)(F)F)c(n1CCCCBr)C(c1ccccc1)=c1ccc([nH]1)=C2c1ccccc1,OIMOTTGMYJUCMJ-UHFFFAOYSA-N,C52H35BrF12N4,"(1Z,4Z,10Z,14Z)-24-(4-bromobutyl)-5,10,15,20-tetraphenyl-7,8,17,18-tetrakis(trifluoromethyl)-22,23-dihydro-21H-porphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2=c3ccc([nH]3)=C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)=c3ccc([nH]3)=C(c3ccccc3)c3ccc2[nH]3)cc1,1023.76,12.025,52.3,3,0,8,69,9,8,0.1538,3206.64
MOL_01672,16741516,COCCOCCOCCOCCNCc1cc(CNCCOCCOCCOCCOC)cc(-c2c3nc(cc4[nH]c(cc4-c4ccc(C)cc4)c(OC)c4nc(cc5[nH]c2cc5-c2ccc(C)cc2)C(C)(C)C4)C(C)(C)C3)c1,BDSCBUXDZWIGBY-UHFFFAOYSA-N,C65H86N6O9,"2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]-N-[[3-[[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethylamino]methyl]-5-[15-methoxy-2,2,12,12-tetramethyl-8,18-bis(4-methylphenyl)-3,13,22,24-tetrahydroporphyrin-5-yl]phenyl]methyl]ethanamine",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(-c2cc3cc4nc(cc5[nH]c(cc5-c5ccccc5)c(-c5ccccc5)c5nc(cc2[nH]3)CC5)CC4)cc1,1095.436,10.553,164.49,4,13,32,80,8,6,0.4769,3029.3
MOL_01673,16159914,c1ccc(C2=C(c3ccccc3)C3=C(c4ccccc4)c4[nH]c(c(-c5ccccc5)c4-c4ccccc4)C(c4ccccc4)=C4N=C(C(c5ccccc5)=C4c4ccccc4)C(c4ccccc4)=c4[nH]c(c(-c5ccccc5)c4-c4ccccc4)=C(c4ccccc4)C2=N3)cc1,RQFRMKSBEBYSPP-UHFFFAOYSA-N,C92H62N4,"2,3,5,7,8,10,12,13,15,17,18,20-dodecakis-phenyl-21,23-dihydroporphyrin",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2=C(c3ccccc3)C3=C(c4ccccc4)c4[nH]c(c(-c5ccccc5)c4-c4ccccc4)C(c4ccccc4)=C4N=C(C(c5ccccc5)=C4c4ccccc4)C(c4ccccc4)=c4[nH]c(c(-c5ccccc5)c4-c4ccccc4)=C(c4ccccc4)C2=N3)cc1,1223.536,20.773,56.3,2,2,12,96,17,14,0.0,5210.24
MOL_01674,145968317,OCC1OC(O)C(Sc2c(F)c(F)c(-c3c4nc(c(-c5c(F)c(F)c(F)c(F)c5F)c5ccc([nH]5)c(-c5c(F)c(F)c(F)c(F)c5F)c5nc(c(-c6c(F)c(F)c(F)c(F)c6F)c6ccc3[nH]6)C=C5)C=C4)c(F)c2F)C(O)C1O,CQLIYMUKXUMCNX-UHFFFAOYSA-N,C50H21F19N4O5S,"(3R,4S,5S,6R)-6-(hydroxymethyl)-3-[2,3,5,6-tetrafluoro-4-[10,15,20-tris(2,3,4,5,6-pentafluorophenyl)-21,23-dihydroporphyrin-5-yl]phenyl]sulfanyloxane-2,4,5-triol",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccc(SC4CCCOC4)cc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,1150.77,11.858,147.51,6,8,7,79,10,7,0.12,3892.88
MOL_01675,10254212,CC(=O)OC1(C)C(=O)c2cc3cc(C)c(cc4nc(cc5[nH]c(cc1n2)cc5C)C(=O)C4(C)O)[nH]3,ACEUAOKAOJEZQZ-UHFFFAOYSA-N,C26H24N4O5,"(12-hydroxy-2,8,12,17-tetramethyl-3,13-dioxo-22,24-dihydroporphyrin-2-yl) acetate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C1Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)CC4=O)[nH]3,472.501,3.683,138.03,3,7,1,35,5,3,0.2692,1610.97
MOL_01676,136239417,COc1ccc2[nH]c3c(C)c4cc[n+](CCCCC(=O)Nc5ccc(-c6c7nc(c(-c8cc[n+](C)cc8)c8ccc([nH]8)c(-c8cc[n+](C)cc8)c8nc(c(-c9cc[n+](C)cc9)c9ccc6[nH]9)C=C8)C=C7)cc5)cc4c(C)c3c2c1,GHWWCRKHDJXCMJ-UHFFFAOYSA-Q,C75H72N10O10Zn,"5-(9-methoxy-5,11-dimethyl-6H-pyrido[4,3-b]carbazol-2-ium-2-yl)-N-[4-[10,15,20-tris(1-methylpyridin-1-ium-4-yl)-21,23-dihydroporphyrin-5-yl]phenyl]pentanamide;zinc;tetraacetate",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,O=C(CCCC[n+]1ccc2cc3[nH]c4ccccc4c3cc2c1)Nc1ccc(-c2c3nc(c(-c4cc[nH+]cc4)c4ccc([nH]4)c(-c4cc[nH+]cc4)c4nc(c(-c5cc[nH+]cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1037.285,12.307,127.0,4,4,11,79,13,11,0.1493,4443.66
MOL_01677,44393304,Cc1ccc(C2c3ccc([nH]3)C(c3ccc(C)cc3)c3ccc([nH]3)C(c3ccc(OCCCC(=O)N(CCCN)CCCCNCCCN)cc3)c3ccc([nH]3)C(c3ccc(C)cc3)c3ccc2[nH]3)cc1,RCNAVNRJOSYZJW-UHFFFAOYSA-N,C61H72N8O2,"N-(3-aminopropyl)-N-[4-(3-aminopropylamino)butyl]-4-[4-[10,15,20-tris(4-methylphenyl)-5,10,15,20,21,22,23,24-octahydroporphyrin-5-yl]phenoxy]butanamide",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(C2c3ccc([nH]3)C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)c3ccc([nH]3)C(c3ccccc3)c3ccc2[nH]3)cc1,949.301,11.013,156.77,7,5,20,71,9,8,0.3279,2773.76
MOL_01678,177643863,OCCCCCOc1ccc(-c2c3nc(c(-c4ccc(OCCCCCO)cc4)c4[nH]c(c(-c5ccc(OCCCCCO)cc5)c5nc(c(-c6ccc(OCCCCCO)cc6)c6[nH]c2c2ccccc62)-c2ccccc2-5)c2ccccc42)-c2ccccc2-3)cc1,VSDMVDMTWUBJRU-UHFFFAOYSA-N,C80H78N4O8,"5-[4-[11,20,29-tris[4-(5-hydroxypentoxy)phenyl]-37,38,39,40-tetrazanonacyclo[28.6.1.13,10.112,19.121,28.04,9.013,18.022,27.031,36]tetraconta-1(37),2,4,6,8,10,12(39),13,15,17,19,21,23,25,27,29,31,33,35-nonadecaen-2-yl]phenoxy]pentan-1-ol",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1ccc(-c2c3nc(c(-c4ccccc4)c4[nH]c(c(-c5ccccc5)c5nc(c(-c6ccccc6)c6[nH]c2c2ccccc62)-c2ccccc2-5)c2ccccc42)-c2ccccc2-3)cc1,1223.524,18.123,175.2,6,10,28,92,13,10,0.25,3951.54
MOL_01679,145957730,OCc1nn2c(c1CO)CC1c3cc4ccc([nH]4)c(-c4ccccc4)c4nc(cc5ccc([nH]5)c(-c5ccccc5)c(n3)C1C2)C=C4,KYZXFYPWKXPAHV-UHFFFAOYSA-N,C39H32N6O2,"[23-(hydroxymethyl)-7,17-diphenyl-21,22,28,29,30,31-hexazaheptacyclo[16.9.1.13,6.18,11.113,16.019,27.021,25]hentriaconta-1,3,5,7,9,11(30),12,14,16,18(28),22,24-dodecaen-24-yl]methanol",porphyrin,Porphyrin,chromophore,c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1cc1ccc([nH]1)c(-c1ccccc1)c1nc(cc3ccc([nH]3)c2-c2ccccc2)C2Cc3ccnn3CC12,616.725,7.124,115.64,4,5,4,47,9,6,0.1538,2350.06
